"file_ref"	"name"	"addr1"	"addr2"	"addr3"	"addr4"	"addr5"	"c_o"	
"6/6814/56(1643)"	"Hung Wah Construction Co."	"6th Floor,"	"115 Cheung Sha Wan Road,"	"Kowloon."	""	""	""	
"6/6814/56(1648)"	"Oriental Building Construction Co."	"5th Floor,"	"20 Nam Cheong Street,"	"Sham Shui Po,"	"Kowloon."	""	""	
"6/6814/56(1649)"	"Kin Hop Construction Co."	"Ground Floor,"	"3 St. Francis Street,"	"Hong Kong."	""	""	""	
"6/6814/56(1652)"	"Kau Kee Building Construction Co."	"5th Floor,"	"115 Wing Lok Street,"	"Central,"	"Hong Kong."	""	""	
"6/6814/56(1654)"	"Hing Cheong Building Construction Co."	"Room 19,"	"Ground Floor,"	"Baker Court,"	"Hung Hom, Kowloon."	""	""	
"6/6814/56(1656)"	"Fords Construction Co."	"Room 902, 9th Floor,"	"David House,"	"8-20 Nanking Street,"	"Kowloon."	""	""	
"6/6814/56(1665)"	"Fook Wah Construction Co., Ltd."	"Suites 3006-3007,"	"Natwest Tower, Times Squre,"	"1 Matheson Street,"	"Causeway Bay, Hong Kong."	""	""	
"6/6814/56(1668)"	"Tak Tak Building Construction Co., Ltd."	"19th Floor,"	"World Wide House,"	"19 Des Voeux Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1669)"	"Fu Yuen Building Construction Co."	"2nd Floor,"	"Yeung Yiu Chung No. 6 Industrial"	"Building,         19 Cheung Shun"	"Street,"	"Cheung Sha Wan, Kowloon."	""	
"6/6814/56(1673)"	"Chik Kee Engineering Co."	"1st Floor,"	"Tak Shing Court,"	"94b Java Road,"	"North Point, Hong Kong."	""	""	
"6/6814/56(1675)"	"Siu Fu Co., Ltd."	"Room 704,"	"Austin Tower,"	"22-26a Austin Avenue,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(1678)"	"Yue Cheong Blacksmith & Drains Service Co."	"Ground Floor,"	"18 Brown Street,"	"Tai Hang,"	"Hong Kong."	""	""	
"6/6814/56(1682)"	"Wing Lee Tung Co., Ltd."	"Suite 1506,"	"Eastern Centre,"	"1065 King's Road,"	"Quarry Bay, Hong Kong."	""	""	
"6/6814/56(1685)"	"Tung Yue Engineering Co., Ltd."	"8th Floor,"	"33 Wellington Street,"	"Central,"	"Hong Kong."	""	""	
"6/6814/56(1691)"	"On Wah Construction Co., Ltd."	"2a, Tak House,"	"5-11 Stanley Street,"	"Central,"	"Hong Kong."	""	""	
"6/6814/56(1695)"	"Ngo Kee Construction Co., Ltd."	"23rd Floor,"	"Oterprise Square,"	"26 Nathan Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(1701)"	"Chong Shu Shing Building & Construction Co."	"Ground Floor,"	"Mandarin Court,"	"36 Flower Market Road,"	"Kowloon."	""	""	
"6/6814/56(1702)"	"Ming Yan Building Construction Co."	"Rooms 1008-1009,"	"Stag Building,"	"148-150 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1707)"	"Wing On Construction Co."	"Room 20, 6th Floor,"	"Kwun Tong Building,"	"36 Yuet Wah Street,"	"Kwun Tong, Kowloon."	""	""	
"6/6814/56(171)"	"Hoo Cheong Building Construction Co., Ltd."	"20th Floor,"	"Podium Plaza,"	"5 Hanoi Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(1714)"	"Yiu Hing Construction Co."	"9th Floor, Flat 9a,"	"On Loong Commercial Building,"	"276-278 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1716)"	"Tai On Construction Co."	"Room 2017,"	"Ming Wah Mansion,"	"25a A Kung Ngun Road,"	"Shau Kei Wan, Hong Kong."	""	""	
"6/6814/56(1717)"	"Shing Hing Building Construction"	"1st Floor,"	"21 On Ning Road,"	"Yuen Long,"	"New Territories."	""	""	
"6/6814/56(1721)"	"Hoi Ning Construction Co., Ltd."	"17th Floor,"	"The Commercial Bank Of Hong Kong"	"Building,         120 Des Voeux Road"	"Central,                        Hong"	"Kong."	""	
"6/6814/56(1724)"	"Candor Construction Co."	"Room 10, 14th Floor,"	"Man Wah Building,"	"Ferry Point,"	"Kowloon."	""	""	
"6/6814/56(1725)"	"Hearty Construction Co."	"10th Floor,"	"83a Prince Edward Road,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(1728)"	"Success Building Construction Co."	"Ground Floor, Flat 8-10,"	"Castle Peak Bay Garden,"	"Castle Peak Road,"	"New Territories."	""	""	
"6/6814/56(173)"	"Chen Cheong Construction Co., Ltd."	"Room 705,"	"Federal Building,"	"369 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1739)"	"Interland Building Construction Co."	"Room 1209,"	"New World Tower,"	"16-18 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1742)"	"Kam Mow Enterprises Co., Ltd."	"5th Floor,"	"Happy Valley,"	"43b Blue Pool Road,"	"Happy Valley, Hong Kong."	""	""	
"6/6814/56(1748)"	"Choi Kee Construction Co."	"14th Floor, Flat 6,"	"418-430 Hennessy Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1752)"	"Sing Luen Building Construction Co."	"Ground Floor,"	"26 Eastern Street,"	"Hong Kong."	""	""	""	
"6/6814/56(1758)"	"Sunny Building Construction Co."	"Flat N, 5th Floor, Block A,"	"Marvel Industrial Building,"	"25-31 Kwai Fung Crescent,"	"Kwai Chung, New Territories."	""	""	
"6/6814/56(1762)"	"Sun Kiu Building Contractors"	"8th Floor, Block B,"	"Wing Luen Building,"	"Yen Chau Street/fuk Wah Street,"	"Kowloon."	""	""	
"6/6814/56(1763)"	"Chuen Wo Construction Co."	"2nd Floor,"	"41 Fuk Wah Street,"	"Kowloon."	""	""	""	
"6/6814/56(1771)"	"Sun Fat Engineering Co., Ltd."	"Ground Floor,"	"47 Li Tak Street,"	"Tai Kok Tsui,"	"Kowloon."	""	""	
"6/6814/56(1773)"	"Andac International Ltd."	"P.o. Box 31294,"	"Causeway Bay Post Office,"	"Hong Kong."	""	""	""	
"6/6814/56(1774)"	"Wong & Sons Construction Co., Ltd."	"Room 1002, 10th Floor,"	"Island Centre,"	"470 Reclamation Street,"	"Mongkok, Kowloon."	""	""	
"6/6814/56(1778)"	"Tai Yip Engineering Co."	"Room 29, 5th Floor, Block A,"	"Hoi Luen Industrial Centre,"	"55 Hoi Yuen Road,"	"Kwun Tong, Kowloon."	""	""	
"6/6814/56(1780)"	"Chi Hing Construction Co."	"14th Floor,"	"24 Cheung Sha Wan Road,"	"Kowloon."	""	""	""	
"6/6814/56(1800)"	"Shanghai Brothers Construction Corp."	"Flat 2, 8th Floor,"	"Honour House,"	"375-381 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(1802)"	"Wo Fung Investment Co., Ltd."	"6th Floor, Flat B,"	"654 Nathan Road,"	"Kowloon."	""	""	""	
"6/6814/56(1803)"	"Levo Construction Co."	"Room 826,"	"Lok Yiu House,"	"Lai Yiu Estate,"	"Kwai Chung, New Territories."	""	""	
"6/6814/56(1809)"	"Zenith Engineering Co., Ltd."	"Room 204,"	"Kai Wong Commercial Building,"	"222 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1817)"	"Alitom Construction Co."	"Suite 25, New Henry House,"	"10 Ice House Street,"	"Hong Kong."	""	""	""	
"6/6814/56(1831)"	"Hsin `u' Construction Co."	"Room A, 1st Floor,"	"Gold Harbour Mansion,"	"122-128 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1832)"	"Fong Kee Construction Co."	"13th Floor, Flat A,"	"Harvard Commercial Building,"	"105-111 Thomson Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1837)"	"Tin Wo Construction Co."	"Room 2, Block F,"	"6th Floor, Villa Monte Rosa,"	"41a, Stubbs Road,"	"Hong Kong."	""	""	
"6/6814/56(1849)"	"Luen Shung Construction Co."	"2nd Floor Front,"	"21 Ka Shin Street,"	"Kowloon."	""	""	""	
"6/6814/56(1853)"	"Ngai Hing Construction Co."	"Flat 1, 2nd Floor,"	"Wonder Building,"	"161-175 Fuk Wah Street,"	"Sham Shui Po, Kowloon."	""	""	
"6/6814/56(1855)"	"Wing Cheung Engineering Co., Ltd."	"Flat B, 10th Floor,"	"Kien Yeh Commercial Building,"	"100-102 Ma Tau Wai Road,"	"Hung Hom, Kowloon."	""	""	
"6/6814/56(1867)"	"Kai Wing Construction Co."	"Room 6, 1st Floor,"	"Kam Tong Building,"	"33-37 Tai Nam Street,"	"Kowloon."	""	""	
"6/6814/56(1868)"	"Chiu Kee Construction Co."	"Flat D, 14th Floor,"	"Man Kee Mansion,"	"86 Waterloo Road,"	"Ho Man Tin, Kowloon."	""	""	
"6/6814/56(1874)"	"On Yip & Company"	"Flat B3, 7th Floor,"	"88 Kennedy Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1877)"	"Chung Yip Works Co."	"Flat 1006, 7th Floor,"	"Kin Yuen Mansion,"	"139 Caine Road,"	"Hong Kong."	""	""	
"6/6814/56(1878)"	"Hongkong Master Builders Ltd."	"20th Floor,"	"Sun House,"	"90 Connaught Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1887)"	"Sun Luen Co."	"6th Floor,"	"354 Lockhart Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1894)"	"Tai Ping Contractors"	"Ground Floor,"	"8 Lung Kong Road,"	"Kowloon."	""	""	""	
"6/6814/56(1904)"	"Lo Sui Kee Construction Co."	"1st Floor,"	"182 Tung Choi Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(1908)"	"Kin Shun Construction Co."	"Block A, 3rd Floor,"	"San Kan Building,"	"24-34 San Kan Street,"	"Sheung Shui, New Territories."	""	""	
"6/6814/56(1909)"	"Heap Lake Building Construction Co."	"2nd Floor, Flat F,"	"315-9 Queen's Road Central,"	"Central,"	"Hong Kong."	""	""	
"6/6814/56(1913)"	"Lee Hing Investment Co., Ltd."	"Room 1108,"	"Tak Shing House,"	"20 Des Voeux Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1916)"	"Wing Lee"	"1st Floor,"	"8 Stone Nullah Lane,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1917)"	"Trinity Construction Co."	"Flat A1, 15th Floor,"	"Paramount Mansion,"	"387 Chatham Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(1918)"	"Hop Lee Construction Co."	"4th Floor, Block E,"	"Tsai On Building,"	"380 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1920)"	"The Sun Land Construction Co."	"7th Floor,"	"Shiu Fung Commercial Building,"	"51 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(193)"	"Federal Enterprises Co., Ltd."	"Room 1102,"	"Valley Centre,"	"80-82 Morrison Hill Road,"	"Happy Valley, Hong Kong."	""	""	
"6/6814/56(1936)"	"Kwong Lee Construction Co., Ltd."	"Flat U, 3rd Floor, Block 3,"	"Camelpaint Building,"	"60 Hoi Yuen Road,"	"Kwun Tong, Hong Kong."	""	""	
"6/6814/56(1936)A"	"Hung Cheong & Co."	"Block F, 18th Floor,"	"Hong Kong Mansion,"	"1 Yee Wo Street,"	"Causeway Bay, Hong Kong."	""	""	
"6/6814/56(1941)"	"Kit Hing Construction Co."	"Apartment No. 1, 10th Floor,"	"Joy Fat House,"	"522-528 Queen's Road West,"	"Hong Kong."	""	""	
"6/6814/56(1944)"	"Goldstone Construction Ltd."	"1401,"	"Fu Lee Commercial Building,"	"14-20 Pilkem Street,"	"Kowloon."	""	""	
"6/6814/56(1946)"	"Kwan Yick Construction Co."	"Room 1001,"	"Federal Building,"	"369 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(1948)"	"Wing Yip Construction Co."	"Room F, 22nd Floor, Tower 3,"	"Robinson Heights,"	"8 Robinson Road,"	"Hong Kong."	""	""	
"6/6814/56(1949)"	"Sang Chong Construction Co."	"Rooms 701-702,"	"Lan Sing House,"	"41-47 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1950)"	"Tai Yuen Construction Co."	"Ground Floor,"	"32a Swatow Street,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1959)"	"Yu Wing Construction Co."	"1st Floor,"	"91 Wan Chai Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(1961)"	"Chiu Kan Kee Construction Co."	"7th Floor, Block D,"	"180 Sai Yeung Choi Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(1963)"	"Amson Construction Co."	"Flat B, 12th Floor,"	"2-16 Ki Lung Street,"	"Kowloon."	""	""	""	
"6/6814/56(1964)"	"Sun Shine Construction Co."	"2nd Floor,"	"214 Tung Choi Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(1970)"	"Yao Kee Construction Co., Ltd."	"Rooms 901-2,"	"Peter Building,"	"58 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(1976)"	"Tapman & Co."	"Flat C, 5th Floor,"	"208-214 Fa Yuen Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(1977)"	"Fook Man Construction Co., Ltd."	"1303 Peregrine Tower,"	"Lippo Centre,"	"89 Queensway,"	"Hong Kong."	""	""	
"6/6814/56(1984)"	"Tian San Construction Co., Ltd."	"Unit 04, 26th Floor,"	"Broadway Centre,"	"93 Kwai Fuk Road,"	"Kwai Chung, New Territories."	""	""	
"6/6814/56(1990)"	"Hang Cheong Construction & Decoration Co."	"Unit D, 8th Floor,"	"Skyline Tower,"	"14-18 Tong Mi Road,"	"Kowloon."	""	""	
"6/6814/56(1994)"	"Universe General Contractors Co."	"Flat A, 10/f.,"	"Nathan Commerical Building"	"430-436 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(1996)"	"Lee Tung Construction Co."	"Ground Floor,"	"25 Seventh Lane,"	"Kam Tsin Tsuen,"	"Sheung Shui, New Territories."	""	""	
"6/6814/56(1997)"	"International Contractors Co."	"Room 1307,"	"Wing Shan Tower,"	"173 Des Voeux Road Central,"	"Hong Kong."	""	""	
"6/6814/56(20)"	"Kui Cheong Construction Co."	"Ground Floor,"	"Man Yuen Mansion,"	"16 Grampian Road,"	"Kowloon."	""	""	
"6/6814/56(2004)"	"Kwong Yue Construction Co."	"Flat 8, 6th Floor, Block F,"	"Ching Lai Yuen,"	"264 Lai King Shan Road,"	"Lai Chi Kok, Kowloon."	""	""	
"6/6814/56(2005)"	"Wing Bo Building Construction Co."	"Room 1902, Block A,"	"Bell House,"	"525-543 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(2007)"	"Bun Kee Construction Co."	"20th Floor,"	"Mei Foo Sun Chuen,"	"33d Broadway,"	"Lai Chi Kok, Kowloon."	""	""	
"6/6814/56(2010)"	"Foo Tai Construction Co."	"18th Floor,"	"Hong Kong Chinese Bank Causeway Bay"	"Centre,        42-44 Yee Woo Street,"	"Causeway Bay, Hong Kong."	""	""	
"6/6814/56(2014)"	"Man Yuen Building Construction Co."	"8th Floor,"	"6 Tin Hau Temple Road,"	"Causeway Bay,"	"Hong Kong."	""	""	
"6/6814/56(2016)"	"Wai Luk Enterprise Co., Ltd."	"4th Floor,"	"6a Peace Avenue,"	"Kowloon."	""	""	""	
"6/6814/56(2017)"	"Winsome Construction Co."	"4th Floor,"	"15 Lai Chi Kok Road,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(202)"	"China Traders Ltd."	"C/o Shun Fung Irons Works Ltd."	"Room 301a, New World Tower,"	"16-18 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(2027)"	"Kui Kee Construction Works"	"9th Floor,"	"378-a Shanghai Street,"	"Kowloon."	""	""	""	
"6/6814/56(2028)"	"J. K. Construction Co."	"No. 59, Section G,"	"1st Street,"	"Fairview Park,"	"Yuen Long, New Territories."	""	""	
"6/6814/56(2029)"	"City Construction Co., Ltd."	"Rooms 801-802,"	"East Ocean Centre,"	"98 Granville Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"6/6814/56(203)"	"Ki Lee & Co."	"Flat C, 9th Floor,"	"172-174 Hennessy Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(2030)"	"Hing Lee Construction Co."	"1st Floor,"	"180 Tung Choi Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(2031)"	"Lo Lun Building Construction Co."	"4th Floor,"	"97 Ma Tau Wai Road,"	"Kowloon."	""	""	""	
"6/6814/56(2036)"	"Chuen Lee Co."	"Ground Floor,"	"95 Shung Ling Street,"	"San Po Kong,"	"Kowloon."	""	""	
"6/6814/56(2039)"	"Shui Hing Construction Co."	"Rooms 240-241,"	"Kwai On Industrial Building,"	"Tai Lin Pai Road,"	"Tsuen Wan, New Territories."	""	""	
"6/6814/56(2042)"	"Chan Chai Kee Construction Co."	"Flat B, 20th Floor,"	"Ellen Building,"	"188-198 Shau Kei Wan Road,"	"Shau Kei Wan, Hong Kong."	""	""	
"6/6814/56(2044)"	"Ying Fat Construction Co., Ltd."	"1st Floor,"	"Ying Fat House,"	"4 Burrows Street,"	"Hong Kong."	""	""	
"6/6814/56(2045)"	"Hoi Wah Construction Co."	"Block E, 5th Floor,"	"Panorama Court,"	"25 Hong Lee Road,"	"Kwun Tong, Kowloon."	""	""	
"6/6814/56(2048)"	"Wai Hing Construction Co."	"Room 1803,"	"Prosperity Centre,"	"982 Canton Road,"	"Mong Kok, Kowloon."	""	""	
"6/6814/56(205)"	"Tai Sang Construction Co."	"Room 1502,"	"Tung Wah Mansion,"	"199-203 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(2051)"	"Hop Fung Construction Co., Ltd."	"Room A, 20th Floor,"	"The Commercial Bank Of Hong Kong"	"Building,         120-126 Des Voeux"	"Road Central,"	"Central, Hong Kong."	""	
"6/6814/56(2059)"	"Kai Yuen Construction Co."	"Flat 817,"	"Heng Tsui House,"	"Fu Heng Estate,"	"Tai Po, New Territories."	""	""	
"6/6814/56(2060)"	"Leung Shing On Building Construction Co."	"Room 701, 7th Floor,"	"Cre Building,"	"303 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(2062)"	"Lon Kie Constructions Ltd."	"Room 801, 8th Floor,"	"Enterprise Building,"	"228-238 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(2063)"	"Maylon Construction Co., Ltd."	"Room 2306, 23rd Floor,"	"Ginza Plaza,"	"2a Sai Yeung Choi Street South,"	"Mong Kok, Kowloon."	""	""	
"6/6814/56(2075)"	"Wing Kin Construction Co."	"10th Floor, Flat A,"	"Tsang Cheung House,"	"444 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(2077)"	"The Standard Civil Engineering Co."	"G.p.o. Box 3233,"	"Hong Kong."	""	""	""	""	
"6/6814/56(2081)"	"Wing Lee Construction Co."	"Flat E, 16th Floor,"	"South Sea Mansion,"	"81 Chatham Road South,"	"Kowloon."	""	""	
"6/6814/56(2085)"	"Yau Cheong Construction Co."	"4th Floor, Block A,"	"124-126 High Street,"	"Sai Ying Pun,"	"Hong Kong."	""	""	
"6/6814/56(209)"	"Kan Construction Co."	"Room 402,"	"Lee Loong Building,"	"4 Queen Victoria Street,"	"Central, Hong Kong."	""	""	
"6/6814/56(2091)"	"Fu On Construction Co."	"Flat B, 1st Floor,"	"Hankow Apartments,"	"43-49 Hankow Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(2102)"	"Wang Chong Construction Co., Ltd."	"Rooms 1904-1905,"	"Nanyang Plaza,"	"57 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"6/6814/56(2104)"	"Hon Sang Construction Co."	"Flat A, 6th Floor,"	"83 Percival Street,"	"Hong Kong."	""	""	""	
"6/6814/56(2117)"	"Wing Wah Bldg. Const. Co."	"Room B, Block B, 6th Floor,"	"Mountain Court,"	"5 Homantin Hill Road,"	"Kowloon."	""	""	
"6/6814/56(2119)"	"Sunny Construction Co."	"1st Floor,"	"219-221 Yu Chau Street,"	"Sham Shui Po,"	"Kowloon."	""	""	
"6/6814/56(2127)"	"Tai Loy Construction Co."	"Ground Floor,"	"14a Ching Lung Tau Sun Chuen,"	"Tsuen Wan,"	"New Territories."	""	""	
"6/6814/56(213)"	"King Zang Kee Contractor Co."	"Room 1002,"	"Tung Yip Building,"	"100 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(2133)"	"Kingsway Construction & Engineering Co."	"Room 704,"	"Commercial House,"	"35 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(2136)"	"Lo Tong Chiu Kee Contractor Co."	"1st Floor,"	"Front Block,"	"484 King's Road,"	"North Point, Hong Kong."	""	""	
"6/6814/56(2138)"	"Kwong Kee Construction Co."	"Ground Floor,"	"17 Kennedy Street,"	"Hong Kong."	""	""	""	
"6/6814/56(2141)"	"Aik San Realty Ltd., `construction Dept.'"	"Rooms 2401-6,"	"Melbourne Plaza,"	"33 Queen's Road Central,"	"Hong Kong."	""	""	
"6/6814/56(2145)"	"Wong Shek Kee Concrete, Rocks & Building Contractor"	"Mezzanine Floor,"	"18 Hoi King Street,"	"Tai Kok Tsui,"	"Kowloon."	""	""	
"6/6814/56(2150)"	"Shun Lee Construction Co."	"4th Floor,"	"Front Portion,"	"26 Pok Man Street,"	"Kowloon."	""	""	
"6/6814/56(2152)"	"Standard Building Construction Co."	"2nd Floor,"	"26 Waterloo Road,"	"Kowloon."	""	""	""	
"6/6814/56(2156)"	"Tung Shing Construction Co."	"Room 23, Ground Floor,"	"South Wall Road,"	"Kowloon City,"	"Kowloon."	""	""	
"6/6814/56(2158)"	"New City Construction Co."	"Ground Floor,"	"148a Boundary Street,"	"Mong Kok,"	"Kowloon."	""	""	
"6/6814/56(2162)"	"Wah Hong Construction Co."	"Shop 12, 1st Floor,"	"Winning Commercial Building,"	"46-48 Hillwood Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(2163)"	"Ming Sun Construction Co."	"Room 703,"	"New Victory House,"	"93-103 Wing Lok Street East,"	"Central, Hong Kong."	""	""	
"6/6814/56(2165)"	"Hung Fook Construction Co."	"8th Floor, Flat C,"	"Cleveland Mansion,"	"5-7 Cleveland Street,"	"Causeway Bay, Hong Kong."	""	""	
"6/6814/56(2166)"	"Yuan Luen Construction Co."	"4th Floor,"	"14 Ming Yuen Street West,"	"North Point,"	"Hong Kong."	""	""	
"6/6814/56(2168)"	"Heng Lee Construction Co., Ltd."	"1st Floor,"	"58 Lee Tung Street,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(2169)"	"Tung Cheong Construction Co."	"Flat C, 10th Floor,"	"62 Hill Road,"	"West Point,"	"Hong Kong."	""	""	
"6/6814/56(217)"	"The Tung On Plumbing Co., Ltd."	"25th Floor,"	"Comweb Plaza,"	"12 Cheung Yue Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"6/6814/56(2170)"	"Mason Construction Co."	"15th Floor,"	"Kailey Tower,"	"16 Stanley Street,"	"Central, Hong Kong."	""	""	
"6/6814/56(2171)"	"Sung Wah Building Construction Co."	"Room 908, Man Chak House,"	"Hing Man Estate,"	"Chai Wan,"	"Hong Kong."	""	""	
"6/6814/56(2172)"	"Willey Construction Co."	"Room 6, 1st Floor,"	"Fu Lee Loy Shopping Centre,"	"9-27 King Wah Road,"	"North Point, Hong Kong."	""	""	
"6/6814/56(2175)"	"Anchor Construction & Investment Co., Ltd."	"1301,"	"Kalok Building,"	"720 Nathan Road,"	"Kowloon."	""	""	
"6/6814/56(2178)"	"Kinley Chao Construction Co."	"Flat B, 4th Floor,"	"Belvedere Heights,"	"361 Prince Edward Road,"	"Mong Kok, Kowloon."	""	""	
"6/6814/56(2179)"	"Cathay Construction Co."	"12th Floor, Flat A,"	"234-236 Wanchai Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(2181)"	"Yunyu Trading Development Ltd."	"Suites 2903-2906, 29th Floor,"	"One International Finance Centre,"	"1 Harbour View Street,"	"Central, Hong Kong."	""	""	
"6/6814/56(2182)"	"Tai Kong Co."	"1st Floor,"	"Man Cheong Building,"	"44 Jordan Road,"	"Yau Ma Tei, Kowloon."	""	""	
"6/6814/56(2184)"	"Shun Fat Construction Co."	"2nd Floor,"	"B4a First Street,"	"Sai Ying Poon,"	"Hong Kong."	""	""	
"6/6814/56(2188)"	"Lau Cheong Kee Engineering Co."	"D.d. 436, Lot No. 600-601,"	"Tsing Yi Island,"	"New Territories."	""	""	""	
"6/6814/56(219)"	"Wah Kee Construction Co."	"12th Floor, Flat C,"	"Ka Shun House,"	"14-16 Jordan Road,"	"Kowloon."	""	""	
"6/6814/56(2192)"	"Wah Ha Realty Co., Ltd. `construction Dept.'"	"Room 2500,"	"Dominion Centre,"	"43-59 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(2194)"	"Yau On Construction Co."	"Room 802,"	"How Ming Commercial Building,"	"5-7 Austin Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(2197)"	"Shun Cheong Construction General Contractor"	"118 Ma Yau Tong Village,"	"Po Lam Road,"	"Hang Hau, Sai Kung,"	"New Territories."	""	""	
"6/6814/56(220)"	"Hing Lung Construction Co."	"Flat E ,14th Floor, Block 18,"	"City One,"	"Sha Tin,"	"New Territories."	""	""	
"6/6814/56(2200)"	"Sincere Construction Co."	"Room 1202,"	"Chung Ying Building,"	"20-20a Connaught Road West,"	"Hong Kong."	""	""	
"6/6814/56(2202)"	"Kam Iu Fai Construction Co."	"4th Floor,"	"39 Peel Street,"	"Hong Kong."	""	""	""	
"6/6814/56(2205)"	"Wah Sung Engineering Co."	"Flat C, 23rd Floor,"	"Wing Cheung Commercial Building,"	"19-25 Jervois Street,"	"Central, Hong Kong."	""	""	
"6/6814/56(2206)"	"Great Wall Construction Co."	"12th Floor,"	"Overseas Building,"	"419 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"6/6814/56(2211)"	"Sing Shing Construction Ltd."	"Room 1403, 14th Floor,"	"Perfect Commercial Building,"	"20 Austin Avenue,"	"Tsim Sha Tsui, Kowloon."	""	""	
"6/6814/56(2218)"	"Kin Hing Construction Co."	"Flat F, 1st Floor,"	"Fuk Lung Building,"	"191-199  Fuk Wah Street,"	"Kowloon."	""	""	
"6/6814/56(2219)"	"Simon Construction & Engineering Co."	"Unit 210, Tower Ii,"	"South Seas Centre,"	"75 Mody Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"6/6814/56(2222)"	"Tai Dou Building Contractor"	"11th Floor, Flat D,"	"3 Castle Peak Road,"	"Kowloon."	""	""	""	
"6/6814/56(2229)"	"Roxy Construction Co., Ltd."	"Block E, 12th Floor,"	"Effort Industrial Building,"	"28 Kung Yip Street,"	"Kwai Chung, New Territories."	""	""	
"6/6814/56(2234)"	"Kamson Construction Co."	"Flat A1, 4th Floor,"	"90 Kennedy Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(2235)"	"Lowell Construction Co."	"10th Floor,"	"China Industrial Building,"	"155 Kowloon City Road,"	"To Kwa Wan, Kowloon."	""	""	
"6/6814/56(2236)"	"Ng Kam Kee"	"1st Floor, Flat A,"	"152 Jaffe Road,"	"Wan Chai,"	"Hong Kong."	""	""	
"6/6814/56(2237)"	"Luen Yick Construction, Water & Electric Works Co."	"Flat A, 12th Floor,"	"Prosperous Commercial Building,"	"54-58 Jardine's Bazaar,"	"Causeway Bay, Hong Kong."	""	""	
